fid,id,pid,mid,sex,sexf,pop,reg,population,region
Y018,NA18853,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y023,NA18856,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y012,NA18858,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y024,NA18861,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y026,NA18864,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y026,NA18865,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y007,NA18867,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y007,NA18868,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y017,NA18870,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y017,NA18871,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y019,NA18873,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y019,NA18874,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y020,NA18876,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y020,NA18877,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y021,NA18878,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y021,NA18879,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y022,NA18881,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y025,NA18907,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y025a,NA18908,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y027,NA18909,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y027,NA18910,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y028,NA18912,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y029,NA18915,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y030,NA18916,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y030,NA18917,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y033,NA18923,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y033,NA18924,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y036,NA18933,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y036,NA18934,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
NA18939,NA18939,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18940,NA18940,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18941,NA18941,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18942,NA18942,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18943,NA18943,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18944,NA18944,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18945,NA18945,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18946,NA18946,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18947,NA18947,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18948,NA18948,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18949,NA18949,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18950,NA18950,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18951,NA18951,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18952,NA18952,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18953,NA18953,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18954,NA18954,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18956,NA18956,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18957,NA18957,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18959,NA18959,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18960,NA18960,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18961,NA18961,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18962,NA18962,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18963,NA18963,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18964,NA18964,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18965,NA18965,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18966,NA18966,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18967,NA18967,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18968,NA18968,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18969,NA18969,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18970,NA18970,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18971,NA18971,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18972,NA18972,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18973,NA18973,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18974,NA18974,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18975,NA18975,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18976,NA18976,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18977,NA18977,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18978,NA18978,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18979,NA18979,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18980,NA18980,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18981,NA18981,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18982,NA18982,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18983,NA18983,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18984,NA18984,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18985,NA18985,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18986,NA18986,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18987,NA18987,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18988,NA18988,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18989,NA18989,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18990,NA18990,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18991,NA18991,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18992,NA18992,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18993,NA18993,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18994,NA18994,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18995,NA18995,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18997,NA18997,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18998,NA18998,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA18999,NA18999,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19000,NA19000,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19001,NA19001,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19002,NA19002,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19003,NA19003,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19004,NA19004,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19005,NA19005,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19006,NA19006,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19007,NA19007,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19009,NA19009,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19010,NA19010,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19011,NA19011,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19012,NA19012,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19017,NA19017,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19019,NA19019,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19020,NA19020,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19023,NA19023,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19024,NA19024,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19025,NA19025,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19026,NA19026,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19027,NA19027,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19028,NA19028,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19030,NA19030,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19031,NA19031,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19035,NA19035,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19036,NA19036,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19037,NA19037,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19038,NA19038,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19041,NA19041,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19042,NA19042,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19043,NA19043,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19054,NA19054,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19055,NA19055,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19056,NA19056,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19057,NA19057,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19058,NA19058,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19059,NA19059,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19060,NA19060,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19062,NA19062,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19063,NA19063,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19064,NA19064,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19065,NA19065,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19066,NA19066,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19067,NA19067,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19068,NA19068,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19070,NA19070,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19072,NA19072,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19074,NA19074,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19075,NA19075,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19076,NA19076,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19077,NA19077,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19078,NA19078,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19079,NA19079,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19080,NA19080,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19081,NA19081,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19082,NA19082,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19083,NA19083,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19084,NA19084,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19085,NA19085,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19086,NA19086,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19087,NA19087,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19088,NA19088,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19089,NA19089,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19090,NA19090,0,0,2,female,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
NA19091,NA19091,0,0,1,male,JPT,EAS,"Japanese in Tokyo, Japan",East Asia
Y040,NA19092,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y040,NA19093,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y041,NA19095,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y041,NA19096,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y105,NA19098,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y105,NA19099,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y042,NA19102,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y006,NA19107,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y006,NA19108,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y079,NA19113,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y079,NA19114,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y060,NA19116,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y100,NA19117,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y100,NA19118,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y060,NA19119,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y061,NA19121,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y077,NA19129,NA19128,NA19127,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y101,NA19130,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y101,NA19131,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y043,NA19137,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y043,NA19138,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y071,NA19141,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y074,NA19143,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y074,NA19144,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y075,NA19146,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y075,NA19147,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y073,NA19149,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y072,NA19152,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y072,NA19153,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y056,NA19159,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y056,NA19160,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y047,NA19171,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y047,NA19172,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y044,NA19175,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y039,NA19184,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y039,NA19185,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y111,NA19189,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y111,NA19190,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y035,NA19197,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y035,NA19198,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y045,NA19200,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y045,NA19201,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y048,NA19204,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y051,NA19206,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y051,NA19207,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y050,NA19209,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y050,NA19210,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y110,NA19213,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y110,NA19214,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y058,NA19222,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y058,NA19223,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y057,NA19225,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y116,NA19235,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y116,NA19236,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y117,NA19238,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y117,NA19239,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y120,NA19247,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y120,NA19248,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y092,NA19256,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y092,NA19257,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
NA19307,NA19307,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19308,NA19308,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19309,NA19309,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19310,NA19310,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19312,NA19312,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19314,NA19314,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19315,NA19315,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19316,NA19316,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19317,NA19317,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19318,NA19318,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19319,NA19319,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19320,NA19320,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19321,NA19321,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19323,NA19323,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19324,NA19324,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19327,NA19327,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19328,NA19328,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
LWK001,NA19331,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19332,NA19332,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19334,NA19334,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19338,NA19338,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19346,NA19346,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19347,NA19347,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19350,NA19350,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19351,NA19351,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19355,NA19355,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19360,NA19360,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19372,NA19372,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19374,NA19374,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19375,NA19375,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19376,NA19376,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19377,NA19377,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19378,NA19378,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19379,NA19379,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19380,NA19380,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19383,NA19383,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19384,NA19384,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19385,NA19385,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19390,NA19390,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19391,NA19391,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19393,NA19393,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19394,NA19394,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19395,NA19395,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19397,NA19397,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19399,NA19399,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19401,NA19401,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19403,NA19403,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19404,NA19404,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19428,NA19428,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19429,NA19429,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19430,NA19430,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19431,NA19431,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
LWK003,NA19434,0,NA19432,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19435,NA19435,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19436,NA19436,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19437,NA19437,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19438,NA19438,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19439,NA19439,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19440,NA19440,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19443,NA19443,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
LWK004,NA19445,NA19453,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19446,NA19446,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19448,NA19448,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19449,NA19449,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19451,NA19451,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19452,NA19452,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19454,NA19454,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19455,NA19455,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19456,NA19456,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19457,NA19457,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19461,NA19461,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19462,NA19462,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19463,NA19463,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19466,NA19466,0,0,1,male,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19467,NA19467,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19468,NA19468,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19471,NA19471,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19472,NA19472,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19473,NA19473,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19474,NA19474,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
NA19475,NA19475,0,0,2,female,LWK,AFR,"Luhya in Webuye, Kenya",Africa
2357,NA19625,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
m001,NA19648,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m001,NA19649,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m005,NA19651,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m005,NA19652,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
