fid,id,pid,mid,sex,sexf,pop,reg,population,region
HG02401,HG02401,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02402,HG02402,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02406,HG02406,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02407,HG02407,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02408,HG02408,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02409,HG02409,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG02410,HG02410,0,0,1,male,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
BB36,HG02419,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB37,HG02420,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
PEL59,HG02425,0,0,2,female,PEL,AMR,"Peruvian in Lima, Peru",America
BB37,HG02427,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB39,HG02429,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB41,HG02433,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB42,HG02439,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB43,HG02442,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB44,HG02445,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB46,HG02449,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB46,HG02450,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB48,HG02455,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
GB15,HG02461,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB15,HG02462,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB16,HG02464,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB16,HG02465,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
BB49,HG02470,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB49,HG02471,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB51,HG02476,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB52,HG02477,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB53,HG02479,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB54,HG02481,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB55,HG02484,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB55,HG02485,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB45,HG02489,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
PK06,HG02490,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK06,HG02491,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK07,HG02493,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK07,HG02494,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
BB57,HG02496,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB57,HG02497,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB58,HG02501,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB58,HG02502,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB59,HG02505,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB60,HG02508,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB56,HG02511,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
VN087,HG02512,0,0,1,male,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN087,HG02513,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN090,HG02521,0,0,1,male,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN090,HG02522,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
BB61,HG02536,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB61,HG02537,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB63,HG02541,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB64,HG02545,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB64,HG02546,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB65,HG02549,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB67,HG02554,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB67,HG02555,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB68,HG02557,0,0,1,male,ACB,AFR,African Caribbean in Barbados,Africa
BB68,HG02558,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
GB18,HG02561,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB18,HG02562,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB20,HG02568,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB21,HG02570,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB21,HG02571,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB22,HG02573,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB22,HG02574,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
BB69,HG02577,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
BB70,HG02580,0,0,2,female,ACB,AFR,African Caribbean in Barbados,Africa
GB23,HG02582,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB23,HG02583,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB24,HG02585,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB24,HG02586,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB25,HG02588,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB25,HG02589,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB27,HG02594,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB27,HG02595,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
PK08,HG02597,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK09,HG02600,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK09,HG02601,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK10,HG02603,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK10,HG02604,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB28,HG02610,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB28,HG02611,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB29,HG02613,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB29,HG02614,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB31,HG02620,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB31,HG02621,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB32,HG02623,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB32,HG02624,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB33,HG02628,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB33,HG02629,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB35,HG02634,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB35,HG02635,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB37,HG02642,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB37,HG02643,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB38,HG02645,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB38,HG02646,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
PK11,HG02648,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK11,HG02649,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK12,HG02651,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK12,HG02652,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK13,HG02654,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK13,HG02655,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK14,HG02657,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK14,HG02658,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK15,HG02660,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK15,HG02661,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB40,HG02666,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB40,HG02667,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB43,HG02675,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB43,HG02676,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB44,HG02678,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB44,HG02679,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
PK16,HG02681,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK16,HG02682,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK17,HG02684,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK17,HG02685,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK18,HG02687,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK18,HG02688,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK19,HG02690,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK19,HG02691,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK20,HG02694,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK21,HG02696,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK21,HG02697,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK22,HG02699,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK22,HG02700,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB45,HG02702,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB45,HG02703,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB50,HG02715,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB50,HG02716,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB52,HG02721,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB52,HG02722,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
PK23,HG02724,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK23,HG02725,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK24,HG02727,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK24,HG02728,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK25,HG02731,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK26,HG02733,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK26,HG02734,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK27,HG02736,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK27,HG02737,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB53,HG02756,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB53,HG02757,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB54,HG02759,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB54,HG02760,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB55,HG02763,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB57,HG02768,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB57,HG02769,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB58,HG02771,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB58,HG02772,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
PK28,HG02774,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK28,HG02775,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK29,HG02778,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK30,HG02780,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK31,HG02783,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK31,HG02784,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK32,HG02786,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK32,HG02787,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK33,HG02789,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK33,HG02790,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK34,HG02792,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK34,HG02793,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB60,HG02798,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB60,HG02799,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB62,HG02804,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB62,HG02805,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB63,HG02807,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB63,HG02808,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB64,HG02810,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB64,HG02811,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB65,HG02813,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB65,HG02814,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB66,HG02816,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB66,HG02817,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB67,HG02819,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB67,HG02820,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB73,HG02836,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB73,HG02837,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB74,HG02839,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB74,HG02840,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB78,HG02851,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB78,HG02852,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB79,HG02854,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB79,HG02855,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB81,HG02860,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB81,HG02861,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB84,HG02870,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB87,HG02878,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB87,HG02879,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB88,HG02881,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB88,HG02882,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB89,HG02884,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB89,HG02885,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB90,HG02887,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB90,HG02888,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB91,HG02890,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB91,HG02891,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB93,HG02895,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB93,HG02896,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
NG06,HG02922,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG06,HG02923,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG11,HG02938,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG12,HG02941,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG13,HG02943,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG13,HG02944,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG14,HG02946,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG14,HG02947,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG16,HG02952,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG16,HG02953,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG21,HG02968,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG22,HG02970,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG22,HG02971,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG23,HG02973,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG23,HG02974,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG24,HG02976,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG24,HG02977,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG25,HG02979,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG25,HG02981,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
GB97,HG02982,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB97,HG02983,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
BD01,HG03006,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD01,HG03007,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
HG03009,HG03009,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD3,HG03012,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
PK35,HG03015,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK35,HG03016,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK36,HG03018,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK36,HG03019,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK37,HG03021,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
HG03022,HG03022,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
GB105,HG03024,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB105,HG03025,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB106,HG03027,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB106,HG03028,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB110,HG03039,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB110,HG03040,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB112,HG03045,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB112,HG03046,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB113,HG03048,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB113,HG03049,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
SL01,HG03052,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL02,HG03054,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL02,HG03055,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03057,HG03057,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL03,HG03058,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03060,HG03060,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL04,HG03061,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL05,HG03063,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL05,HG03064,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL06,HG03066,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL07,HG03069,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL08,HG03072,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL08,HG03073,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03074,HG03074,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03077,HG03077,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03078,HG03078,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL10,HG03079,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL11,HG03081,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL11,HG03082,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03084,HG03084,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03085,HG03085,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03086,HG03086,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL13,HG03088,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL14,HG03091,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL15,HG03095,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL16,HG03096,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL16,HG03097,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
NG26,HG03099,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG26,HG03100,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG27,HG03103,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG28,HG03105,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG29,HG03108,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG29,HG03109,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG30,HG03111,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG30,HG03112,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG31,HG03114,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG31,HG03115,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG32,HG03117,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG32,HG03118,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG33,HG03120,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG33,HG03121,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG34,HG03123,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG34,HG03124,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG35,HG03126,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG35,HG03127,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG36,HG03129,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG36,HG03130,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG37,HG03132,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG37,HG03133,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG38,HG03135,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG38,HG03136,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG39,HG03139,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG45,HG03157,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG46,HG03159,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG46,HG03160,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG47,HG03162,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG47,HG03163,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG48,HG03166,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG49,HG03168,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG49,HG03169,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG50,HG03172,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG51,HG03175,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG56,HG03189,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG56,HG03190,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG57,HG03193,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG58,HG03195,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG58,HG03196,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG59,HG03198,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG59,HG03199,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG60,HG03202,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
SL17,HG03209,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL18,HG03212,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL22,HG03224,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL23,HG03225,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
PK38,HG03228,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK38,HG03229,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK40,HG03234,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK40,HG03235,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
